Chrom	Start	End	type	NameCN	NameEN	Clinical_Synopsis	Reference
chr17	16773072	20222149	DEL	Smith-Magenis综合征	Smith-Magenis Syndrome	Smith-Magenis综合征 (SMS)的主要临床表现为独特的体格特征（尤其是伴年龄增长的特殊面容），发育迟缓，认知障碍，及行为异常。新生儿有喂养困难，生长停滞，肌张力降低，腱反射减弱，白天嗜睡或需唤醒喂养，昏睡等症状。大部分患者有轻到中度智力障碍。	[1] Potocki L, Shaw CJ, Stankiewicz P, et al. Variability in clinical phenotype despite common chromosomal deletion in Smith-Magenis syndrome [del(17)(p11.2p11.2)]. Genet Med. 2003 Nov-Dec;5(6):430-4. 
chr17	16773072	20222149	DUP	Potocki-Lupski综合征（17p11.2重复综合征）	Potocki-Lupski syndrome (17p11.2 duplication syndrome)	　　17号染色体的17p11.2区域发生3.04Mb重复，该区域包含蛋白编码基因 50个，其中 OMIM 收录的致病基因 10 个，包含17p11.2复发区域。17p11.2复发区域重复会引起Potocki-Lupski综合征[MIM#610883] ，又称为17p11.2 重复综合征 。该综合征是一种发育障碍，其主要临床表现为低血压，进食不足，生长迟缓，发育迟缓（特别是认知和语言缺陷），肌张力低下，轻至中度智力障碍和神经精神障碍（行为问题，焦虑，注意力缺陷多动障碍，自闭症谱系障碍）等。部分患者还表现为结构性心血管异常（主动脉根部扩张，双室主动脉瓣，心房/心室和中隔缺损）和睡眠障碍（阻塞性和中枢性睡眠呼吸暂停）等<sup style=  font-size:8px;  >[1-2]</sup>。个体间临床表现存在差异性。Potocki-Lupski综合征绝大多数为新发。综上所述，该变异为致病性，请医生结合受检者临床表现、家族史和其他检测结果综合分析。	[1] Shchelochkov OA, Cheung SW, Lupski JR. Genomic and clinical characteristics of microduplications in chromosome 17[J]. American Journal of Medical Genetics Part A, 2010, 152A(5):1101-1110.[2] Brown A, Phelan MC, Patil S, et al. Two patients with duplication of 17p11.2: The reciprocal of the Smith-Magenis syndrome deletion?[J]. American Journal of Medical Genetics, 1996, 63(2):373-377.[1]  
chr17	29107097	30263321	DEL	NF1微缺失综合征	NF1-microdeletion syndrome	NF1微缺失综合征又称神经纤维瘤病1型（NF1），主要临床表现为多发性的牛奶咖啡斑、腋窝和腹股沟雀斑、多发性皮肤神经纤维瘤、虹膜错构瘤。有50%以上的患者存在学习障碍。其他虽不太常见但可能更为严重的表现包括：丛状神经纤维瘤、视神经和其他中枢神经系统胶质瘤、恶性周围神经鞘膜瘤、脊柱侧弯、胫骨发育不良和血管病变。	
chr17	34815072	36215917	DEL	RCAD（肾囊肿和糖尿病）	RCAD (renal cysts and diabetes)	RCAD（肾囊肿和糖尿病）的临床表现多样，包括发育性肾脏异常（尤其是肾囊肿、肾小球系统性肾脏疾病、肾发育不良），通常在生命早期出现；糖尿病，通常在20岁前诊断，需要接受胰岛素治疗，并伴有胰腺萎缩伴亚临床外分泌不足；常见轻度肝酶异常，部分患者有高尿酸血症和痛风；子宫或生殖器异常。	[1] Bingham C, Hattersley AT. Renal cysts and diabetes syndrome resulting from mutations in hepatocyte nuclear factor-1beta. Nephrol Dial Transplant. 2004 Nov;19(11):2703-8. 
chr17	43705166	44294406	DEL	17q21.31复发性微缺失综合征（Koolen de Vries综合征）	17q21.31 recurrent microdeletion syndrome (Koolen de Vries syndrome)	17q21.31复发性微缺失综合征（Koolen de Vries综合征）临床表现多样，主要临床特征包括低出生体重（第4-9百分位数），新生儿张力减退，面部畸形，婴儿期喂养不良（通常需要鼻胃管喂养一段时间）和运动性呼吸困难，伴有中度发育迟缓/学习障碍，但行为友好。其他重要的临床特征包括癫痫，心脏缺陷（ASD、VSD）和肾脏/泌尿系统异常。	[1] Zollino M, Orteschi D, Murdolo M, et al. Mutations in KANSL1 cause the 17q21.31 microdeletion syndrome phenotype. Nat Genet. 2012 Apr 29;44(6):636-8. 
chr21	27252860	27543446	DUP	早发性阿尔茨海默症伴脑淀粉样血管病	Early-onset Alzheimer disease with cerebral amyloid angiopathy	早发性阿尔茨海默症伴脑淀粉样血管病是一种进行性痴呆，平均发病年龄为52岁，神经病理学特征包括神经原纤维缠结和脑淀粉样血管病。该病的初步发现主要是间歇性记忆障碍或行为改变，相关神经症状包括痉挛性截瘫、脑内出血、癫痫、锥体外综合征和异常小脑共济失调。	[1] Rovelet-Lecrux A, Hannequin D, Raux G, et al. APP locus duplication causes autosomal dominant early-onset Alzheimer disease with cerebral amyloid angiopathy. Nat Genet. 2006 Jan;38(1):24-6. 
chr22	1	16971860	DEL	猫眼综合征	Cat-Eye Syndrome (Type I)	猫眼综合征（CES）是一种罕见的染色体疾病，具有高度可变的临床表现。大多数患者有多种畸形如：眼部畸形（虹膜缺损），外耳异常，肛门闭锁，心脏和肾脏的畸形，肠胃道畸形和轻度智力障碍。个体间临床表现具有差异性。	
chr22	19009792	21452445	DEL	22q11.2微缺失综合征	22q11 deletion syndrome (Velocardiofacial / DiGeorge syndrome)	22q11.2微缺失综合征，是最常见的一种微缺失综合征。22q11.2微缺失综合征是最常见的一种微缺失综合征。一系列综合征包括：软腭-心-面综合征、DiGeorge综合征、Cayler心面综合征、心脏圆锥动脉干畸形和Opitz-Gbbb综合征2型，现统称为22q11.2微缺失综合征。目前已经确定的一个关键基因为TBX1，该基因的转录因子参与调控发育过程，与22q11.2微缺失综合征的许多特征性表型相关$^{[2]}$。该综合征患者的主要临床表征为先天性心脏病，腭部畸形，特殊面容，免疫缺陷和自身免疫病也较多见。许多患儿早期存在生长发育迟缓、语言障碍，学习困难，儿童期注意力缺陷多动症和孤独症等行为异常。个体间临床表现具有差异性。	[1] Rump P, Leeuw ND, et al. Central 22q11.2 deletion. Am J Med Genet A, 2014, 164(11):2707-2723.[2] Gao S, Li X, Amendt BA. Understanding the Role of Tbx1 as a Candidate Gene for 22q11.2 Deletion Syndrome. Curr Allergy Asthma Rep, 2013, 13(6):613-621. 
chr22	19009792	21452445	DUP	22q11.2重复综合征	22q11 duplication syndrome	该综合征患者的主要临床表征为学习障碍、精神运动发育迟缓、生长迟缓和肌张力减退。个体间临床表现存在差异性。
chr22	21917117	23722445	DEL	远端22q11.2微缺失综合征	22q11.2 distal deletion syndrome	远端22q11.2微缺失综合征是一种罕见的染色体异常综合征，由22号染色体长臂的部分缺失引起，表型高度可变，其主要临床表征为早产，产前和产后生长迟缓，发育迟缓 ，轻度智力障碍，可变心脏缺陷和轻微骨骼异常。部分患者有突出的前额，弓形眉，面部异常，小脑，心血管畸形，恶性横纹肌瘤等。个体间临床表现存在差异性。	[1]Ben-Shachar S, et al. 22q11.2 distal deletion: a recurrent genomic disorder distinct from DiGeorge syndrome and velocardiofacial syndrome. American Journal of Human Genetics. 2008, 82(1):214-221 
chr22	51045516	51187844	DEL	22q13缺失综合征（Phelan-McDermid 综合征）	22q13 deletion syndrome (Phelan-Mcdermid syndrome)	22q13缺失综合征（Phelan-McDermid 综合征），该综合征是由于SHANK3 单倍剂量不足导致的。主要的临床表征为自闭症、发育迟缓，多动症，智力障碍，肌张力减退。个体间临床表现存在差异性。	
chrX	460558	753877	DEL	Leri-Weill软骨发育不良	Leri-Weill dyschondrostosis (LWD) - SHOX deletion	Leri-Weill软骨发育不良是一种假常染色体显性疾病，表型高度可变，该综合征是由于SHOX基因的缺失或突变，从而影响调控元件导致的。其特征是身材矮小，肢体缩短，骨骼发育不良、马德隆手腕畸形。但在部分患者中，仅表现为身材矮小。个体间临床表现存在差异性。	
chrX	751878	867875	DEL	Leri-Weill软骨发育不良	Leri-Weill dyschondrostosis (LWD) - SHOX deletion	Leri-Weill软骨发育不良是一种假常染色体显性疾病，表型高度可变，该综合征是由于SHOX基因的缺失或突变，从而影响调控元件导致的。其特征是身材矮小，肢体缩短，骨骼发育不良、马德隆手腕畸形。但在部分患者中，仅表现为身材矮小。个体间临床表现存在差异性。	
chrX	6455812	8133195	DEL	类固醇硫酸盐酶缺乏(STS)	Steroid sulphatase deficiency (STS)	Xp22.31缺失区域包含X连锁鱼鳞病，因其为X连锁隐性遗传，故该病主要为男性受累。该病主要表现为全身性过度角质化和皮肤鱼鳞样病变。可能出现角膜混浊，隐睾等症状。个体间临床表现具有差异性。该病为X连锁隐性遗传，女性杂合子一般无明显临床表型，男性半合子受累较多。	[1] Li F, Shen Y, K?hler U, et al. Interstitial microduplication of Xp22. 31: Causative of intellectual disability or benign copy number variant?[J]. European journal of medical genetics, 2010, 53(2): 93-99. 
chrX	48334549	52117661	DUP	Xp11.22-p11.23微重复综合征	Xp11.22-p11.23 Microduplication	Xp11.22-p11.23微重复综合征的主要临床表征为中度至重度智力障碍和言语延迟，癫痫，下肢畸形，并指，扁平足，青春期提前等。在儿童时期有特殊的脑电图模式。个体间临床表现具有差异性。	Giorda R, et al. Complex segmental duplications mediate a recurrent dup(X)(p11.22-p11.23) associated with mental retardation, speech delay, and EEG anomalies in males and females. American Journal of Human Genetics. 2009, 85(3):394-400 
chrX	53401070	53683275	DUP	Xp11.22微重复综合征	Xp11.22-linked intellectual disability	Xp11.22微重复综合征的主要临床表征为中度智力障碍，言语发展缓慢。个体间临床表现具有差异性。	Froyen, G., et al. Copy-number gains of HUWE1 due to replication- and recombination-based rearrangements. Am. J. Hum. Genet. 2012. 91: 252-264. 
chrX	103031438	103047547	DUP	Pelizaeus-Merzbacher病	Pelizaeus-Merzbacher disease (PMD)	该病是一种X连锁隐性髓细胞性脑白质营养不良（HLD1），是由于PLP1基因三倍剂量敏感导致。PMD的临床特征是眼球震颤，痉挛性四肢瘫痪，共济失调和发育迟缓	[1]Inoue K, et al. Genomic rearrangements resulting in PLP1 deletion occur by nonhomologous end joining and cause different dysmyelinating phenotypes in males and females. American journal of human genetics 2002;71;4;838-53. 
chrX	153287263	153363188	DUP	Lubs X-连锁智障综合征	LUBS X-LINKED MENTAL RETARDATION SYNDROME	Lubs X-连锁智障综合征又称为MECP2重复综合征，为X连锁遗传，主要临床表征为中度至重度的精神发育迟滞，婴儿肌张力减退，轻度畸形特征，语言发育不良，自闭症特征，癫痫发作，进行性痉挛和反复感染等[1]。个体间临床表现存在差异性。该综合征患者出生时包括头围在内的生长测量通常是正常的[2]。Lubs X-连锁智障综合征一般男性受累，女性携带者不发病或受到的影响较小，可能有一些轻微的神经精神特征如焦虑等。个体间临床表现存在差异性。	[1] Esch HV, Bauters M, Ignatius J, et al. Duplication of the MECP2 region is a frequent cause of severe mental retardation and progressive neurological symptoms in males. American journal of human genetics. 2005, 77(3):442-453.[2] Esch HV. MECP2 Duplication Syndrome. Genereview. 
chr2	111442130	113065779	DEL	2q13区域微缺失	2q13 recurrent region (includes BCL2L11)	有多篇文献报道2q13区域微缺失（大致为chr2:111442130-113065779）与发育迟缓，孤独症谱系障碍，注意力缺陷多动障碍，颅面畸形，先天性心脏病等相关。	[1] Mark W. Russell  Maide O. Raeker, et al. Functional analysis of candidate genes in 2q13 deletion syndrome implicates FBLN7 and TMEM87B deficiency in congenital heart defects and FBLN7 in craniofacial malformations. Human Molecular Genetics, 2014, Volume 23, Issue 16, 4272–4284.[2] Jokthan Guivarch, Clarisse Chatel, et al.An atypical autistic phenotype associated with a 2q13 microdeletion: a case report. J Med Case Rep, 2018, 12: 79.[3] Eva Hladilkova, Tuva Bar?y, et al. A recurrent deletion on chromosome 2q13 is associated with developmental delay and mild facial dysmorphisms. Molecular Cytogenetics, 2015, 8:57. 
chr18	1	17200000	DEL	18p缺失综合征	18p deletion syndrome	该病是由18 号染色体短臂全部或部分单体引起的一组临床表现：主要包括轻至中度的智力低下，身材矮小及语言发育障碍。其他较常见的表现包括特殊外貌：小圆脸、鼻梁低平、眼距宽、内眦赘皮、尖嘴、耳大低位、腭弓高、龋齿、脊柱后侧凸、颈短及颈蹼、肌张力低下等，较少症状包括全前脑型缺陷、白内障、先天性心脏病、生殖器官畸形、自身免疫性疾病等。	[1]Megha Goyal, et al. 18p Deletion Syndrome: Case Report with Clinical Consideration and Management. Contemp Clin Dent. 2017 Oct-Dec; 8(4): 632–636. 
chr17	34800001	36240000	DUP	17q12 重复综合征	17q12 duplication syndrome	已有多篇文献报道携带17q12 区域重复的患者临床表型多样，外显率为21.1%，主要表现为发育迟缓，智力障碍，行为异常，癫痫，小头畸形和脑异常，其他表型有轻度面部畸形，肾脏异常，食道闭锁，生殖器异常，心脏和眼部异常等。个体间临床表现具有差异性。	[1]Nagamani SC, et al. Clinical spectrum associated with recurrent genomic rearrangements in chromosome 17q12. Eur J Hum Genet. 2010, 18(3):278-84. [2]Rasmussen M, et al. 17q12 deletion and duplication syndrome in Denmark-A clinical cohort of 38 patients and review of the literature. Am J Med Genet A. 2016, 170(11):2934-2942. 
