tax_id	Org_name	GeneID	CurrentID	Status	Symbol	Aliases	description	other_designations	map_location	chromosome	genomic_nucleotide_accession.version	start_position_on_the_genomic_accession	end_position_on_the_genomic_accession	orientation	exon_count	OMIM	
9606	Homo sapiens	116276465	0	live	LOC116276465		CRISPRi-validated cis-regulatory element chr17.2672		17q	17	NC_000017.11	42626388	42626737	plus	0		
9606	Homo sapiens	116276464	0	live	LOC116276464		CRISPRi-validated cis-regulatory element chr17.2540		17q	17	NC_000017.11	41792676	41793529	plus	0		
9606	Homo sapiens	116276463	0	live	LOC116276463		CRISPRi-validated cis-regulatory element chr17.2497		17q	17	NC_000017.11	41547922	41548282	plus	0		
9606	Homo sapiens	116276462	0	live	LOC116276462		CRISPRi-validated cis-regulatory element chr17.2493		17q	17	NC_000017.11	41530004	41530856	plus	0		
9606	Homo sapiens	116276461	0	live	LOC116276461		CRISPRi-validated cis-regulatory element chr17.2443		17q	17	NC_000017.11	40536090	40536964	plus	0		
9606	Homo sapiens	116276460	0	live	LOC116276460		CRISPRi-validated cis-regulatory element chr17.2188		17q	17	NC_000017.11	38867437	38868050	plus	0		
9606	Homo sapiens	116276459	0	live	LOC116276459		CRISPRi-validated cis-regulatory element chr17.1750		17q	17	NC_000017.11	32912205	32912916	plus	0		
9606	Homo sapiens	116276458	0	live	LOC116276458		CRISPRi-validated cis-regulatory element chr17.1747		17q	17	NC_000017.11	32897201	32897908	plus	0		
9606	Homo sapiens	116276457	0	live	LOC116276457		CRISPRi-validated cis-regulatory element chr17.1493		17q	17	NC_000017.11	28865073	28866129	plus	0		
9606	Homo sapiens	116276456	0	live	LOC116276456		CRISPRi-validated cis-regulatory element chr17.1404		17q	17	NC_000017.11	27986770	27987326	plus	0		
9606	Homo sapiens	116276455	0	live	LOC116276455		CRISPRi-validated cis-regulatory element chr17.878		17p	17	NC_000017.11	16398148	16399211	plus	0		
9606	Homo sapiens	116276454	0	live	LOC116276454		CRISPRi-validated cis-regulatory element chr17.641		17p	17	NC_000017.11	8304515	8304903	plus	0		
9606	Homo sapiens	116276453	0	live	LOC116276453		CRISPRi-validated cis-regulatory element chr16.4806		16q	16	NC_000016.10	87871544	87871870	plus	0		
9606	Homo sapiens	116276452	0	live	LOC116276452		CRISPRi-validated cis-regulatory element chr16.2261		16p	16	NC_000016.10	29700398	29701000	plus	0		
9606	Homo sapiens	116276451	0	live	LOC116276451		CRISPRi-validated cis-regulatory element chr16.1867		16p	16	NC_000016.10	23826557	23826929	plus	0		
9606	Homo sapiens	116276450	0	live	LOC116276450		CRISPRi-validated cis-regulatory element chr16.1866		16p	16	NC_000016.10	23821870	23822373	plus	0		
9606	Homo sapiens	116276449	0	live	LOC116276449		CRISPRi-validated cis-regulatory element chr16.1865		16p	16	NC_000016.10	23803498	23803904	plus	0		
9606	Homo sapiens	116276448	0	live	LOC116276448		CRISPRi-validated cis-regulatory element chr16.1337		16p	16	NC_000016.10	12612606	12612985	plus	0		
9606	Homo sapiens	116276447	0	live	LOC116276447		CRISPRi-validated cis-regulatory element chr16.1224		16p	16	NC_000016.10	11231374	11231670	plus	0		
9606	Homo sapiens	116276446	0	live	LOC116276446		CRISPRi-validated cis-regulatory element chr16.1145		16p	16	NC_000016.10	10497694	10497882	plus	0		
9606	Homo sapiens	116276445	0	live	LOC116276445		CRISPRi-validated cis-regulatory element chr16.1137		16p	16	NC_000016.10	10323142	10323463	plus	0		
9606	Homo sapiens	116268480	0	live	LOC116268480		CRISPRi-validated cis-regulatory element chr16.496		16p	16	NC_000016.10	2022608	2024297	plus	0		
9606	Homo sapiens	116268479	0	live	LOC116268479		CRISPRi-validated cis-regulatory element chr15.3490		15q	15	NC_000015.10	95931034	95931147	plus	0		
9606	Homo sapiens	116268478	0	live	LOC116268478		CRISPRi-validated cis-regulatory element chr15.3129		15q	15	NC_000015.10	88987086	88987305	plus	0		
9606	Homo sapiens	116268477	0	live	LOC116268477		CRISPRi-validated cis-regulatory element chr15.3128		15q	15	NC_000015.10	88985438	88986328	plus	0		
9606	Homo sapiens	116268476	0	live	LOC116268476		CRISPRi-validated cis-regulatory element chr15.3124		15q	15	NC_000015.10	88920610	88920875	plus	0		
9606	Homo sapiens	116268475	0	live	LOC116268475		CRISPRi-validated cis-regulatory element chr15.3123		15q	15	NC_000015.10	88918223	88918343	plus	0		
9606	Homo sapiens	116268474	0	live	LOC116268474		CRISPRi-validated cis-regulatory element chr15.3122		15q	15	NC_000015.10	88917826	88918059	plus	0		
9606	Homo sapiens	116268473	0	live	LOC116268473		CRISPRi-validated cis-regulatory element chr15.2841		15q	15	NC_000015.10	81944921	81945382	plus	0		
9606	Homo sapiens	116268472	0	live	LOC116268472		CRISPRi-validated cis-regulatory element chr15.2471		15q	15	NC_000015.10	76313653	76314074	plus	0		
9606	Homo sapiens	116268471	0	live	LOC116268471		CRISPRi-validated cis-regulatory element chr15.2230		15q	15	NC_000015.10	74392334	74392888	plus	0		
9606	Homo sapiens	116268470	0	live	LOC116268470		CRISPRi-validated cis-regulatory element chr15.2085		15q	15	NC_000015.10	72238033	72238119	plus	0		
9606	Homo sapiens	116268469	0	live	LOC116268469		CRISPRi-validated cis-regulatory element chr15.2084		15q	15	NC_000015.10	72237274	72237898	plus	0		
9606	Homo sapiens	116268468	0	live	LOC116268468		CRISPRi-validated cis-regulatory element chr15.2083		15q	15	NC_000015.10	72237105	72237225	plus	0		
9606	Homo sapiens	116268467	0	live	LOC116268467		CRISPRi-validated cis-regulatory element chr15.1880		15q	15	NC_000015.10	67882321	67882821	plus	0		
9606	Homo sapiens	116268466	0	live	LOC116268466		CRISPRi-validated cis-regulatory element chr15.1151		15q	15	NC_000015.10	51672201	51672518	plus	0		
9606	Homo sapiens	116268465	0	live	LOC116268465		CRISPRi-validated cis-regulatory element chr15.1149		15q	15	NC_000015.10	51652106	51652686	plus	0		
9606	Homo sapiens	116268464	0	live	LOC116268464		CRISPRi-validated cis-regulatory element chr14.2493		14q	14	NC_000014.9	103313664	103314107	plus	0		
9606	Homo sapiens	116268463	0	live	LOC116268463		CRISPRi-validated cis-regulatory element chr14.2077		14q	14	NC_000014.9	95545819	95546109	plus	0		
9606	Homo sapiens	116268462	0	live	LOC116268462		CRISPRi-validated cis-regulatory element chr14.2067		14q	14	NC_000014.9	95524109	95524511	plus	0		
9606	Homo sapiens	116268461	0	live	LOC116268461		CRISPRi-validated cis-regulatory element chr14.1906		14q	14	NC_000014.9	91269430	91269708	plus	0		
9606	Homo sapiens	116268460	0	live	LOC116268460		CRISPRi-validated cis-regulatory element chr14.1904		14q	14	NC_000014.9	91264382	91265017	plus	0		
9606	Homo sapiens	116268459	0	live	LOC116268459		CRISPRi-validated cis-regulatory element chr14.1538		14q	14	NC_000014.9	75229743	75230298	plus	0		
9606	Homo sapiens	116268458	0	live	LOC116268458		CRISPRi-validated cis-regulatory element chr14.550		14q	14	NC_000014.9	35369737	35370007	plus	0		
9606	Homo sapiens	116268457	0	live	LOC116268457		CRISPRi-validated cis-regulatory element chr13.1281		13q	13	NC_000013.11	110957266	110957829	plus	0		
9606	Homo sapiens	116268456	0	live	LOC116268456		CRISPRi-validated cis-regulatory element chr13.545		13q	13	NC_000013.11	42259467	42259973	plus	0		
9606	Homo sapiens	116268455	0	live	LOC116268455		CRISPRi-validated cis-regulatory element chr13.544		13q	13	NC_000013.11	42258821	42259086	plus	0		
9606	Homo sapiens	116268454	0	live	LOC116268454		CRISPRi-validated cis-regulatory element chr13.188		13q	13	NC_000013.11	25352137	25352750	plus	0		
9606	Homo sapiens	116268453	0	live	LOC116268453		CRISPRi-validated cis-regulatory element chr12.4740		12q	12	NC_000012.12	124921277	124921447	plus	0		
9606	Homo sapiens	116268452	0	live	LOC116268452		CRISPRi-validated cis-regulatory element chr12.4732		12q	12	NC_000012.12	124887120	124887569	plus	0		
9606	Homo sapiens	116268451	0	live	LOC116268451		CRISPRi-validated cis-regulatory element chr12.3954		12q	12	NC_000012.12	116360815	116361351	plus	0		
9606	Homo sapiens	116268450	0	live	LOC116268450		CRISPRi-validated cis-regulatory element chr12.3641		12q	12	NC_000012.12	110807619	110807882	plus	0		
9606	Homo sapiens	116268449	0	live	LOC116268449		CRISPRi-validated cis-regulatory element chr12.3595		12q	12	NC_000012.12	110118384	110118655	plus	0		
9606	Homo sapiens	116268448	0	live	LOC116268448		CRISPRi-validated cis-regulatory element chr12.3588		12q	12	NC_000012.12	110079425	110080255	plus	0		
9606	Homo sapiens	116268447	0	live	LOC116268447		CRISPRi-validated cis-regulatory element chr12.3153		12q	12	NC_000012.12	101855262	101855938	plus	0		
9606	Homo sapiens	116268446	0	live	LOC116268446		CRISPRi-validated cis-regulatory element chr12.3152		12q	12	NC_000012.12	101854792	101855009	plus	0		
9606	Homo sapiens	116268445	0	live	LOC116268445		CRISPRi-validated cis-regulatory element chr12.2881		12q	12	NC_000012.12	92404842	92405291	plus	0		
9606	Homo sapiens	116268444	0	live	LOC116268444		CRISPRi-validated cis-regulatory element chr12.2880		12q	12	NC_000012.12	92403678	92404211	plus	0		
9606	Homo sapiens	116268443	0	live	LOC116268443		CRISPRi-validated cis-regulatory element chr12.2878		12q	12	NC_000012.12	92379017	92379561	plus	0		
9606	Homo sapiens	116268442	0	live	LOC116268442		CRISPRi-validated cis-regulatory element chr12.2240		12q	12	NC_000012.12	56991154	56991968	plus	0		
9606	Homo sapiens	116268441	0	live	LOC116268441		CRISPRi-validated cis-regulatory element chr12.2135		12q	12	NC_000012.12	56047104	56047478	plus	0		
9606	Homo sapiens	116268440	0	live	LOC116268440		CRISPRi-validated cis-regulatory element chr12.1897		12q	12	NC_000012.12	53421424	53421942	plus	0		
9606	Homo sapiens	116268439	0	live	LOC116268439		CRISPRi-validated cis-regulatory element chr12.1615		12q	12	NC_000012.12	50901497	50902266	plus	0		
9606	Homo sapiens	116268438	0	live	LOC116268438		CRISPRi-validated cis-regulatory element chr12.1559		12q	12	NC_000012.12	50041510	50042398	plus	0		
9606	Homo sapiens	116268437	0	live	LOC116268437		CRISPRi-validated cis-regulatory element chr12.1007		12p	12	NC_000012.12	33587874	33588742	plus	0		
9606	Homo sapiens	116268436	0	live	LOC116268436		CRISPRi-validated cis-regulatory element chr12.953		12p	12	NC_000012.12	31732959	31733186	plus	0		
9606	Homo sapiens	116268435	0	live	LOC116268435		CRISPRi-validated cis-regulatory element chr12.662		12p	12	NC_000012.12	14257470	14258399	plus	0		
9606	Homo sapiens	116268434	0	live	LOC116268434		CRISPRi-validated cis-regulatory element chr12.586		12p	12	NC_000012.12	12353808	12354243	plus	0		
9606	Homo sapiens	116268433	0	live	LOC116268433		CRISPRi-validated cis-regulatory element chr12.528		12p	12	NC_000012.12	9764660	9765179	plus	0		
9606	Homo sapiens	116268432	0	live	LOC116268432		CRISPRi-validated cis-regulatory element chr12.520		12p	12	NC_000012.12	9740439	9740691	plus	0		
9606	Homo sapiens	116268431	0	live	LOC116268431		CRISPRi-validated cis-regulatory element chr12.445		12p	12	NC_000012.12	7960709	7961043	plus	0		
9606	Homo sapiens	116268430	0	live	LOC116268430		CRISPRi-validated cis-regulatory element chr12.444		12p	12	NC_000012.12	7959811	7959936	plus	0		
9606	Homo sapiens	116268429	0	live	LOC116268429		CRISPRi-validated cis-regulatory element chr12.441		12p	12	NC_000012.12	7938214	7938561	plus	0		
9606	Homo sapiens	116268428	0	live	LOC116268428		CRISPRi-validated cis-regulatory element chr12.325		12p	12	NC_000012.12	6612781	6614523	plus	0		
9606	Homo sapiens	116268427	0	live	LOC116268427		CRISPRi-validated cis-regulatory element chr12.283		12p	12	NC_000012.12	6263832	6264518	plus	0		
9606	Homo sapiens	116268426	0	live	LOC116268426		CRISPRi-validated cis-regulatory element chr12.200		12p	12	NC_000012.12	4153422	4154015	plus	0		
9606	Homo sapiens	116268425	0	live	LOC116268425		CRISPRi-validated cis-regulatory element chr12.51		12p	12	NC_000012.12	716495	716914	plus	0		
9606	Homo sapiens	116225307	0	live	LOC116225307		CRISPRi-validated cis-regulatory element chr11.6035		11q	11	NC_000011.10	130006891	130007237	plus	0		
9606	Homo sapiens	116225306	0	live	LOC116225306		CRISPRi-validated cis-regulatory element chr11.5910		11q	11	NC_000011.10	125554042	125554308	plus	0		
9606	Homo sapiens	116225305	0	live	LOC116225305		CRISPRi-validated cis-regulatory element chr11.5909		11q	11	NC_000011.10	125552877	125553410	plus	0		
9606	Homo sapiens	116225304	0	live	LOC116225304		CRISPRi-validated cis-regulatory element chr11.5907		11q	11	NC_000011.10	125532671	125533144	plus	0		
9606	Homo sapiens	116225303	0	live	LOC116225303		CRISPRi-validated cis-regulatory element chr11.5498		11q	11	NC_000011.10	118604652	118604847	plus	0		
9606	Homo sapiens	116225302	0	live	LOC116225302		CRISPRi-validated cis-regulatory element chr11.5211		11q	11	NC_000011.10	113613591	113613859	plus	0		
9606	Homo sapiens	116225301	0	live	LOC116225301		CRISPRi-validated cis-regulatory element chr11.4868		11q	11	NC_000011.10	95147309	95147939	plus	0		
9606	Homo sapiens	116225300	0	live	LOC116225300		CRISPRi-validated cis-regulatory element chr11.4758		11q	11	NC_000011.10	88421538	88421913	plus	0		
9606	Homo sapiens	116225299	0	live	LOC116225299		CRISPRi-validated cis-regulatory element chr11.4755		11q	11	NC_000011.10	88357548	88357753	plus	0		
9606	Homo sapiens	116225298	0	live	LOC116225298		CRISPRi-validated cis-regulatory element chr11.4687		11q	11	NC_000011.10	86183783	86184057	plus	0		
9606	Homo sapiens	116225297	0	live	LOC116225297		CRISPRi-validated cis-regulatory element chr11.4685		11q	11	NC_000011.10	86176171	86176880	plus	0		
9606	Homo sapiens	116225296	0	live	LOC116225296		CRISPRi-validated cis-regulatory element chr11.4684		11q	11	NC_000011.10	86174478	86174975	plus	0		
9606	Homo sapiens	116225295	0	live	LOC116225295		CRISPRi-validated cis-regulatory element chr11.4681		11q	11	NC_000011.10	86151265	86151775	plus	0		
9606	Homo sapiens	116225294	0	live	LOC116225294		CRISPRi-validated cis-regulatory element chr11.4680		11q	11	NC_000011.10	86148519	86148569	plus	0		
9606	Homo sapiens	116225293	0	live	LOC116225293		CRISPRi-validated cis-regulatory element chr11.4679		11q	11	NC_000011.10	86143593	86143975	plus	0		
9606	Homo sapiens	116225292	0	live	LOC116225292		CRISPRi-validated cis-regulatory element chr11.4678		11q	11	NC_000011.10	86134612	86135095	plus	0		
9606	Homo sapiens	116216158	0	live	LOC116216158		CRISPRi-validated cis-regulatory element chr11.4537		11q	11	NC_000011.10	77644627	77644860	plus	0		
9606	Homo sapiens	116216157	0	live	LOC116216157		CRISPRi-validated cis-regulatory element chr11.4478		11q	11	NC_000011.10	76823408	76824638	plus	0		
9606	Homo sapiens	116216156	0	live	LOC116216156		CRISPRi-validated cis-regulatory element chr11.4413		11q	11	NC_000011.10	76224432	76224639	plus	0		
9606	Homo sapiens	116216155	0	live	LOC116216155		CRISPRi-validated cis-regulatory element chr11.4356		11q	11	NC_000011.10	75558947	75559797	plus	0		
9606	Homo sapiens	116216154	0	live	LOC116216154		CRISPRi-validated cis-regulatory element chr11.4355		11q	11	NC_000011.10	75558244	75558474	plus	0		
9606	Homo sapiens	116216153	0	live	LOC116216153		CRISPRi-validated cis-regulatory element chr11.4348		11q	11	NC_000011.10	75534224	75535410	plus	0		
9606	Homo sapiens	116216152	0	live	LOC116216152		CRISPRi-validated cis-regulatory element chr11.4261		11q	11	NC_000011.10	75096735	75097250	plus	0		
9606	Homo sapiens	116216151	0	live	LOC116216151		CRISPRi-validated cis-regulatory element chr11.4166		11q	11	NC_000011.10	73779179	73780053	plus	0		
9606	Homo sapiens	116216150	0	live	LOC116216150		CRISPRi-validated cis-regulatory element chr11.3769		11q	11	NC_000011.10	69409828	69410587	plus	0		
9606	Homo sapiens	116216149	0	live	LOC116216149		CRISPRi-validated cis-regulatory element chr11.3768		11q	11	NC_000011.10	69401490	69402125	plus	0		
9606	Homo sapiens	116216148	0	live	LOC116216148		CRISPRi-validated cis-regulatory element chr11.3343		11q	11	NC_000011.10	65927872	65928437	plus	0		
9606	Homo sapiens	116216147	0	live	LOC116216147		CRISPRi-validated cis-regulatory element chr11.3338		11q	11	NC_000011.10	65903126	65903506	plus	0		
9606	Homo sapiens	116216146	0	live	LOC116216146		CRISPRi-validated cis-regulatory element chr11.3251		11q	11	NC_000011.10	65493891	65494133	plus	0		
9606	Homo sapiens	116216145	0	live	LOC116216145		CRISPRi-validated cis-regulatory element chr11.3247		11q	11	NC_000011.10	65479574	65479797	plus	0		
9606	Homo sapiens	116216144	0	live	LOC116216144		CRISPRi-validated cis-regulatory element chr11.3243		11q	11	NC_000011.10	65471949	65472508	plus	0		
9606	Homo sapiens	116216143	0	live	LOC116216143		CRISPRi-validated cis-regulatory element chr11.3235		11q	11	NC_000011.10	65421038	65421622	plus	0		
9606	Homo sapiens	116216142	0	live	LOC116216142		CRISPRi-validated cis-regulatory element chr11.3233		11q	11	NC_000011.10	65418122	65419496	plus	0		
9606	Homo sapiens	116216141	0	live	LOC116216141		CRISPRi-validated cis-regulatory element chr11.3159		11q	11	NC_000011.10	64472866	64473606	plus	0		
9606	Homo sapiens	116216140	0	live	LOC116216140		CRISPRi-validated cis-regulatory element chr11.3163		11q	11	NC_000011.10	64998115	64999253	plus	0		
9606	Homo sapiens	116216139	0	live	LOC116216139		CRISPRi-validated cis-regulatory element chr11.3041		11q	11	NC_000011.10	64334935	64335630	plus	0		
9606	Homo sapiens	116216138	0	live	LOC116216138		CRISPRi-validated cis-regulatory element chr11.2897		11q	11	NC_000011.10	63567185	63567712	plus	0		
9606	Homo sapiens	116216137	0	live	LOC116216137		CRISPRi-validated cis-regulatory element chr11.2530		11q	11	NC_000011.10	60193683	60193970	plus	0		
9606	Homo sapiens	116216136	0	live	LOC116216136		CRISPRi-validated cis-regulatory element chr11.2129		11p	11	NC_000011.10	46247600	46247944	plus	0		
9606	Homo sapiens	116216135	0	live	LOC116216135		CRISPRi-validated cis-regulatory element chr11.2128		11p	11	NC_000011.10	46243046	46243928	plus	0		
9606	Homo sapiens	116216134	0	live	LOC116216134		CRISPRi-validated cis-regulatory element chr11.1780		11p	11	NC_000011.10	34618994	34619393	plus	0		
9606	Homo sapiens	116216133	0	live	LOC116216133		CRISPRi-validated cis-regulatory element chr11.1764		11p	11	NC_000011.10	34371462	34371837	plus	0		
9606	Homo sapiens	116216132	0	live	LOC116216132		CRISPRi-validated cis-regulatory element chr11.1734		11p	11	NC_000011.10	33941545	33942142	plus	0		
9606	Homo sapiens	116216131	0	live	LOC116216131		CRISPRi-validated cis-regulatory element chr11.1733		11p	11	NC_000011.10	33936971	33937718	plus	0		
9606	Homo sapiens	116216130	0	live	LOC116216130		CRISPRi-validated cis-regulatory element chr11.1732		11p	11	NC_000011.10	33932885	33933034	plus	0		
9606	Homo sapiens	116216129	0	live	LOC116216129		CRISPRi-validated cis-regulatory element chr11.1006		11p	11	NC_000011.10	9551798	9552426	plus	0		
9606	Homo sapiens	116216128	0	live	LOC116216128		CRISPRi-validated cis-regulatory element chr11.762		11p	11	NC_000011.10	4658741	4659286	plus	0		
9606	Homo sapiens	116216127	0	live	LOC116216127		CRISPRi-validated cis-regulatory element chr11.592		11p	11	NC_000011.10	2867156	2868924	plus	0		
9606	Homo sapiens	116216126	0	live	LOC116216126		CRISPRi-validated cis-regulatory element chr11.30		11p	11	NC_000011.10	350815	351291	plus	0		
9606	Homo sapiens	116216123	0	live	LOC116216123		CRISPRi-validated cis-regulatory element chr10.4282		10q	10	NC_000010.11	117411428	117411916	plus	0		
9606	Homo sapiens	116216122	0	live	LOC116216122		CRISPRi-validated cis-regulatory element chr10.4281		10q	10	NC_000010.11	117408947	117409305	plus	0		
9606	Homo sapiens	116216121	0	live	LOC116216121		CRISPRi-validated cis-regulatory element chr10.4148		10q	10	NC_000010.11	110857585	110857954	plus	0		
9606	Homo sapiens	116216120	0	live	LOC116216120		CRISPRi-validated cis-regulatory element chr10.3946		10q	10	NC_000010.11	103197122	103197603	plus	0		
9606	Homo sapiens	116216119	0	live	LOC116216119		CRISPRi-validated cis-regulatory element chr10.3525		10q	10	NC_000010.11	96830646	96830845	plus	0		
9606	Homo sapiens	116216118	0	live	LOC116216118		CRISPRi-validated cis-regulatory element chr10.3436		10q	10	NC_000010.11	95297343	95297926	plus	0		
9606	Homo sapiens	116216117	0	live	LOC116216117		CRISPRi-validated cis-regulatory element chr10.3228		10q	10	NC_000010.11	87500618	87501002	plus	0		
9606	Homo sapiens	116216116	0	live	LOC116216116		CRISPRi-validated cis-regulatory element chr10.2662		10q	10	NC_000010.11	73993230	73993513	plus	0		
9606	Homo sapiens	116216115	0	live	LOC116216115		CRISPRi-validated cis-regulatory element chr10.2661		10q	10	NC_000010.11	73991783	73992213	plus	0		
9606	Homo sapiens	116216114	0	live	LOC116216114		CRISPRi-validated cis-regulatory element chr10.2252		10q	10	NC_000010.11	70667107	70667762	plus	0		
9606	Homo sapiens	116216113	0	live	LOC116216113		CRISPRi-validated cis-regulatory element chr10.1925		10q	10	NC_000010.11	61779996	61780708	plus	0		
9606	Homo sapiens	116216112	0	live	LOC116216112		CRISPRi-validated cis-regulatory element chr10.454		10p	10	NC_000010.11	11710630	11711089	plus	0		
9606	Homo sapiens	116216111	0	live	LOC116216111		CRISPRi-validated cis-regulatory element chr10.222		10p	10	NC_000010.11	5479440	5480268	plus	0		
9606	Homo sapiens	116216110	0	live	LOC116216110		CRISPRi-validated cis-regulatory element chr10.219		10p	10	NC_000010.11	5472357	5472608	plus	0		
9606	Homo sapiens	116216109	0	live	LOC116216109		CRISPRi-validated cis-regulatory element chr10.193		10p	10	NC_000010.11	5020233	5020590	plus	0		
9606	Homo sapiens	116216108	0	live	LOC116216108		CRISPRi-validated cis-regulatory element chr10.185		10p	10	NC_000010.11	4941458	4942029	plus	0		
9606	Homo sapiens	116216107	0	live	LOC116216107		CRISPRi-validated cis-regulatory element chr10.180		10p	10	NC_000010.11	4866679	4866954	plus	0		
9606	Homo sapiens	116216106	0	live	LOC116216106		CRISPRi-validated cis-regulatory element chr10.145		10p	10	NC_000010.11	3805919	3806186	plus	0		
9606	Homo sapiens	116216105	0	live	LOC116216105		CRISPRi-validated cis-regulatory element chr10.143		10p	10	NC_000010.11	3803500	3803667	plus	0		
9606	Homo sapiens	116216104	0	live	LOC116216104		CRISPRi-validated cis-regulatory element chr9.4332		9q	9	NC_000009.12	136787703	136788002	plus	0		
9606	Homo sapiens	116216103	0	live	LOC116216103		CRISPRi-validated cis-regulatory element chr9.4291		9q	9	NC_000009.12	136644323	136647032	plus	0		
9606	Homo sapiens	116216102	0	live	LOC116216102		CRISPRi-validated cis-regulatory element chr9.3630		9q	9	NC_000009.12	132998806	132999728	plus	0		
9606	Homo sapiens	116216101	0	live	LOC116216101		CRISPRi-validated cis-regulatory element chr9.3033		9q	9	NC_000009.12	128783554	128783888	plus	0		
9606	Homo sapiens	116216100	0	live	LOC116216100		CRISPRi-validated cis-regulatory element chr9.2942		9q	9	NC_000009.12	128142126	128142299	plus	0		
9606	Homo sapiens	116216099	0	live	LOC116216099		CRISPRi-validated cis-regulatory element chr9.2869		9q	9	NC_000009.12	127862062	127863104	plus	0		
9606	Homo sapiens	116216098	0	live	LOC116216098		CRISPRi-validated cis-regulatory element chr9.2278		9q	9	NC_000009.12	120896944	120897652	plus	0		
9606	Homo sapiens	116216097	0	live	LOC116216097		CRISPRi-validated cis-regulatory element chr9.1735		9q	9	NC_000009.12	99075124	99075842	plus	0		
9606	Homo sapiens	116216096	0	live	LOC116216096		CRISPRi-validated cis-regulatory element chr9.1708		9q	9	NC_000009.12	98931971	98932483	plus	0		
9606	Homo sapiens	116186943	0	live	LOC116186943		CRISPRi-validated cis-regulatory element chr9.1594		9q	9	NC_000009.12	97960793	97961298	plus	0		
9606	Homo sapiens	116186942	0	live	LOC116186942		CRISPRi-validated cis-regulatory element chr9.1075	CRISPRi-validated CTSL cis-regulatory element	9q	9	NC_000009.12	87792737	87793246	plus	0		
9606	Homo sapiens	116186941	0	live	LOC116186941		CRISPRi-validated cis-regulatory element chr9.1038		9q	9	NC_000009.12	87410207	87410780	plus	0		
9606	Homo sapiens	116186939	0	live	LOC116186939		CRISPRi-validated cis-regulatory element chr9.872		9q	9	NC_000009.12	73149573	73149823	plus	0		
9606	Homo sapiens	116186938	0	live	LOC116186938		CRISPRi-validated cis-regulatory element chr9.871		9q	9	NC_000009.12	73143944	73144248	plus	0		
9606	Homo sapiens	116186937	0	live	LOC116186937		CRISPRi-validated cis-regulatory element chr9.764		9q	9	NC_000009.12	69020566	69021071	plus	0		
9606	Homo sapiens	116186936	0	live	LOC116186936		CRISPRi-validated cis-regulatory element chr9.246		9p	9	NC_000009.12	19154070	19154658	plus	0		
9606	Homo sapiens	116186935	0	live	LOC116186935		CRISPRi-validated cis-regulatory element chr8.2573		8q	8	NC_000008.11	100883916	100884229	plus	0		
9606	Homo sapiens	116186933	0	live	LOC116186933		CRISPRi-validated cis-regulatory element chr8.2225		8q	8	NC_000008.11	90187657	90188091	plus	0		
9606	Homo sapiens	116186932	0	live	LOC116186932		CRISPRi-validated cis-regulatory element chr8.1934		8q	8	NC_000008.11	67366151	67366560	plus	0		
9606	Homo sapiens	116186931	0	live	LOC116186931		CRISPRi-validated cis-regulatory element chr8.1769		8q	8	NC_000008.11	60330156	60330864	plus	0		
9606	Homo sapiens	116186930	0	live	LOC116186930		CRISPRi-validated cis-regulatory element chr8.1768		8q	8	NC_000008.11	60326065	60326180	plus	0		
9606	Homo sapiens	116186929	0	live	LOC116186929		CRISPRi-validated cis-regulatory element chr8.1767		8q	8	NC_000008.11	60284860	60285506	plus	0		
9606	Homo sapiens	116186928	0	live	LOC116186928		CRISPRi-validated cis-regulatory element chr8.1663		8q	8	NC_000008.11	55847839	55848398	plus	0		
9606	Homo sapiens	116186927	0	live	LOC116186927		CRISPRi-validated cis-regulatory element chr8.1253		8p	8	NC_000008.11	38090551	38090666	plus	0		
9606	Homo sapiens	116186926	0	live	LOC116186926		CRISPRi-validated cis-regulatory element chr8.1136		8p	8	NC_000008.11	30911832	30913318	plus	0		
9606	Homo sapiens	116186925	0	live	LOC116186925		CRISPRi-validated cis-regulatory element chr8.973		8p	8	NC_000008.11	27488886	27489200	plus	0		
9606	Homo sapiens	116186924	0	live	LOC116186924		CRISPRi-validated cis-regulatory element chr8.847		8p	8	NC_000008.11	23508623	23509479	plus	0		
9606	Homo sapiens	116186923	0	live	LOC116186923		CRISPRi-validated cis-regulatory element chr8.740		8p	8	NC_000008.11	22672980	22673829	plus	0		
9606	Homo sapiens	116186922	0	live	LOC116186922		CRISPRi-validated cis-regulatory element chr8.526		8p	8	NC_000008.11	18122577	18123132	plus	0		
9606	Homo sapiens	116186921	0	live	LOC116186921		CRISPRi-validated cis-regulatory element chr8.429		8p	8	NC_000008.11	11879278	11880072	plus	0		
9606	Homo sapiens	116186920	0	live	LOC116186920		CRISPRi-validated cis-regulatory element chr8.428		8p	8	NC_000008.11	11877723	11878098	plus	0		
9606	Homo sapiens	116186917	0	live	LOC116186917		CRISPRi-validated cis-regulatory element chr7.5193		7q	7	NC_000007.14	142964445	142964846	plus	0		
9606	Homo sapiens	116186916	0	live	LOC116186916		CRISPRi-validated cis-regulatory element chr7.5168		7q	7	NC_000007.14	142838473	142839174	plus	0		
9606	Homo sapiens	116186915	0	live	LOC116186915		CRISPRi-validated cis-regulatory element chr7.5163		7q	7	NC_000007.14	142808710	142809601	plus	0		
9606	Homo sapiens	116186914	0	live	LOC116186914		CRISPRi-validated cis-regulatory element chr7.5162		7q	7	NC_000007.14	142804703	142805104	plus	0		
